Flight ID,Flight Date,Departure Time,Arrival Time,Origin Airport,Destination Airport,Airline,Aircraft Type,Flight Duration,Distance,Revenue,Fuel Cost,Crew Cost,Flight Delay (hours)
925,2023-05-26,03:30:29,18:32:14,West Thomasview,South Patricia,United Airlines,Boeing 777,4.05,2678.9,25340.84,3098.99,4190.72,3.94
926,2021-06-20,01:40:06,20:36:42,Port Kara,North Christinetown,American Airlines,Boeing 777,11.98,1146.56,43654.68,5435.6,3310.98,0.0
927,2022-01-08,19:30:38,10:01:03,North Danielport,Kingborough,Delta,Airbus A380,7.9,2378.21,31451.35,4865.62,1826.77,0.0
928,2022-02-16,02:24:49,03:16:23,Port Jacob,South Jennifer,JetBlue,Airbus A380,2.25,970.55,48554.57,535.94,2940.38,0.0
929,2021-03-04,14:52:32,02:56:39,Fosterton,Port Derekbury,Southwest,Airbus A320,3.74,1115.34,34135.19,6510.58,3432.6,3.95
930,2020-01-05,13:06:17,14:25:02,South David,Evansfurt,Delta,Airbus A320,3.61,2926.77,24421.22,5406.13,4597.11,0.0
931,2020-06-29,14:34:16,06:44:23,West Staceystad,Amyhaven,JetBlue,Boeing 777,2.11,2363.52,34420.96,6675.26,4001.18,0.76
932,2020-04-15,09:49:09,05:24:08,Stoneport,Port Stephanie,United Airlines,Boeing 737,7.42,1682.18,45467.21,9702.25,3163.23,2.44
933,2022-09-06,12:16:35,07:22:04,South Rhondahaven,Jonesmouth,United Airlines,Boeing 737,4.24,1738.24,32833.01,7495.87,3591.05,0.0
934,2021-07-12,13:50:55,02:39:47,East Christopher,Perezstad,American Airlines,Boeing 737,7.81,924.0,5346.63,9209.45,2515.48,2.03
935,2023-08-21,03:50:11,11:04:06,Reesechester,South Thomasview,JetBlue,Airbus A380,4.43,2804.12,15980.51,7656.58,1875.25,3.06
936,2023-04-18,21:14:45,03:01:00,Lake Meganport,East Jasmine,Southwest,Boeing 777,5.96,810.1,12262.3,8662.49,3067.57,1.07
937,2023-11-24,14:33:56,17:10:58,Craneville,North Allison,American Airlines,Airbus A380,10.43,2454.38,36144.12,5152.82,1015.26,0.0
938,2023-05-31,12:44:27,01:52:38,Josephmouth,New Wendyton,Delta,Boeing 737,7.46,1477.12,49773.73,2650.03,1645.78,0.0
939,2023-12-21,19:21:35,22:21:18,South Billy,Mooreport,Delta,Boeing 777,2.41,2598.09,21851.84,5742.58,3837.01,0.63
940,2022-09-29,19:43:45,08:00:57,North Michaelport,Lake Sara,American Airlines,Airbus A320,5.36,2961.85,44527.35,9551.28,3417.23,3.34
941,2021-04-07,20:59:00,06:16:12,Bennettton,Lake Charles,JetBlue,Boeing 737,9.65,2748.48,29800.37,7375.01,2804.91,1.47
942,2022-12-26,14:26:43,14:36:23,West Dawn,South Felicialand,Southwest,Boeing 737,4.82,2400.19,35960.68,5028.3,2596.8,0.0
943,2021-09-01,23:04:21,20:00:30,Torreston,Lake Jessicaview,Delta,Airbus A380,2.6,1987.15,14434.76,7411.92,3692.68,2.58
944,2020-11-15,02:08:50,05:41:55,Sharonburgh,New Amandaberg,United Airlines,Airbus A380,11.91,2896.75,9858.26,3976.96,1123.05,0.0
945,2021-01-08,21:04:39,12:47:29,South Kimberly,Michaelland,Southwest,Boeing 777,10.32,1186.77,19901.51,5986.78,3380.02,0.82
946,2021-10-05,02:17:45,20:02:58,New Andreamouth,Alanstad,Southwest,Boeing 737,8.79,2203.2,24347.24,1698.22,1465.35,0.0
947,2020-09-11,06:24:51,08:22:49,Wuside,New Kelseyborough,Delta,Airbus A380,3.19,2833.19,21305.75,6848.36,3776.29,3.83
948,2023-04-13,19:28:49,04:49:33,Lake Mark,West Nicholas,American Airlines,Airbus A320,10.71,1068.65,33884.17,3255.25,4605.12,0.0
949,2024-04-29,09:49:13,21:51:13,New Nicole,South Emilyland,American Airlines,Boeing 777,2.05,1722.52,25940.38,695.09,1932.07,2.19
950,2022-04-03,00:59:11,22:50:11,Joneschester,Laraview,JetBlue,Airbus A320,2.95,1961.11,46101.48,8466.49,1377.38,1.09
951,2022-05-20,15:24:17,21:28:16,Smithstad,Nathanton,Southwest,Boeing 777,10.32,1844.93,14166.21,8346.56,3678.51,2.35
952,2022-11-06,05:31:20,20:35:31,Port Josephmouth,Port Michael,JetBlue,Boeing 777,2.07,2204.69,44132.14,8239.24,3194.17,0.0
953,2024-09-09,11:33:32,08:22:27,West Jasminefurt,Reyeshaven,JetBlue,Boeing 777,6.1,2502.25,17457.09,2045.85,4327.66,3.98
954,2023-11-14,12:56:05,23:17:00,Boothstad,Lake Melaniefurt,Delta,Boeing 777,4.44,2849.74,40557.21,3506.57,1872.81,0.0
955,2021-11-24,11:34:01,06:42:54,Jeremyborough,North Brandon,American Airlines,Boeing 777,7.49,1572.92,19906.8,9698.47,4109.57,1.27
956,2024-02-16,23:02:34,18:35:30,Patelmouth,Kristinaberg,American Airlines,Boeing 737,10.19,2146.71,35290.82,2803.12,2507.36,0.0
957,2022-06-15,07:38:10,14:53:51,Davidville,Willisville,American Airlines,Airbus A380,10.8,675.56,12209.14,871.96,3272.17,0.0
958,2025-01-13,14:24:30,19:52:18,Port Dawn,Thompsonville,Delta,Airbus A320,10.73,376.5,7904.79,9895.78,2317.7,0.0
959,2020-04-11,03:00:16,05:47:56,Seanton,Clarkton,United Airlines,Boeing 777,4.3,2729.75,20433.82,8482.03,1979.57,1.12
960,2023-05-10,15:38:04,04:02:09,Virginiaborough,Lake Paula,JetBlue,Airbus A380,4.66,956.81,12332.2,8550.91,3528.25,0.55
961,2022-04-16,02:48:07,21:55:56,Williamsbury,West Dana,Delta,Boeing 777,2.34,2047.29,44207.9,1904.11,3021.99,0.0
962,2024-07-23,18:27:12,15:29:20,Markshire,East Joelberg,United Airlines,Airbus A380,4.78,1683.4,33990.31,7096.14,3884.84,0.0
963,2020-07-08,22:07:28,23:30:08,Flynnhaven,Jessicatown,Delta,Boeing 737,3.03,843.01,34352.47,9700.38,2029.14,2.26
964,2021-02-15,05:17:42,06:45:19,Michaelmouth,Lake Jodyton,American Airlines,Airbus A320,2.54,1841.4,43637.2,9316.76,4601.67,0.0
965,2022-02-05,07:18:20,04:34:15,Michelletown,Port Natalie,JetBlue,Airbus A320,9.18,645.06,44127.52,2546.34,1648.65,0.0
966,2022-12-05,16:59:09,21:15:29,New Jay,Port Sean,Delta,Boeing 737,6.88,2791.34,6808.74,9329.79,1929.55,0.0
967,2024-11-01,06:41:55,14:17:35,New Micheal,Khanside,American Airlines,Boeing 777,10.51,2807.13,18408.16,1571.89,3015.8,3.77
968,2022-11-18,04:24:22,09:45:42,West Cindyfurt,Port Roberttown,American Airlines,Airbus A320,6.45,2619.35,41006.65,9894.36,4213.07,0.0
969,2025-01-27,18:43:31,07:37:19,Port Vincent,Damonfurt,American Airlines,Airbus A320,7.62,2441.01,38480.44,2371.1,1479.43,2.09
970,2020-04-13,09:14:12,21:23:49,New Stephen,Lake Michael,American Airlines,Boeing 777,7.3,770.73,14912.5,561.83,4092.32,1.56
971,2024-11-19,17:38:55,14:31:56,North Natalie,Fergusonport,Southwest,Airbus A380,11.02,1919.55,35734.52,1746.0,2035.35,0.0
972,2020-12-26,18:25:45,01:43:46,New Jenniferberg,Prattmouth,Delta,Airbus A380,7.68,1329.94,42042.92,2437.56,1339.12,2.97
973,2023-01-16,15:39:12,03:04:28,North Chadchester,Brookschester,Delta,Airbus A380,5.86,1775.29,10920.44,8754.83,2768.62,0.0
974,2024-07-22,10:24:26,11:30:45,New Aaron,West Natalie,American Airlines,Airbus A320,9.14,2551.01,3606.06,941.4,4732.41,0.0
975,2022-08-30,21:08:19,05:22:59,North Nicole,West Lisafurt,American Airlines,Airbus A320,2.26,2083.65,11540.95,2899.28,4962.38,0.0
976,2024-06-30,08:55:39,02:03:19,East Michaelchester,New Bryce,JetBlue,Boeing 737,2.47,1907.83,34942.71,2712.7,2402.44,1.51
977,2021-12-12,01:49:22,15:52:46,East Kathryn,Andreaburgh,Southwest,Airbus A320,8.87,1224.69,5689.34,2771.9,2724.52,0.0
978,2020-04-29,20:38:33,16:53:12,Thomasville,Fullerborough,Delta,Boeing 737,3.61,2947.21,14114.11,4511.41,3201.12,0.0
979,2024-05-19,10:03:51,15:25:20,South Cindyfort,Burgesshaven,Delta,Boeing 777,4.48,1630.32,35021.56,4018.75,3808.79,3.59
980,2025-01-31,16:25:47,16:13:41,West Anthony,Catherineport,Delta,Boeing 737,10.43,878.88,37452.99,6259.94,3363.7,1.37
981,2024-07-31,02:22:58,05:13:23,Christopherview,Hillborough,Delta,Airbus A380,10.54,1051.29,29729.42,8097.96,4949.54,3.88
982,2022-10-04,19:07:36,04:16:28,New Karentown,Jenniferville,JetBlue,Boeing 777,6.87,370.78,4201.93,1451.86,2273.71,3.06
983,2023-10-26,00:12:04,01:42:43,Wagnerhaven,West Brian,Southwest,Boeing 737,2.0,2787.96,16806.02,3958.5,4679.28,3.29
984,2023-07-28,04:49:21,14:03:13,Markstad,West Judychester,United Airlines,Boeing 777,4.8,657.37,27942.18,5624.67,1119.32,1.62
985,2021-04-23,06:17:23,23:25:40,North Margaretton,Annahaven,Southwest,Boeing 777,9.2,2847.22,10078.58,2699.43,3783.76,0.0
986,2023-10-30,03:18:44,03:40:48,Pacetown,Lake Nicole,Delta,Airbus A320,3.79,2036.6,25954.87,8594.33,3209.38,0.0
987,2023-08-27,05:39:05,15:26:48,Port Kimberlyborough,Oliverstad,Southwest,Boeing 737,10.63,1536.95,38116.82,1988.71,2581.69,3.94
988,2021-05-13,06:58:33,06:45:06,Robinsonport,Candicebury,United Airlines,Boeing 777,8.43,1452.04,6540.04,3828.29,1244.8,0.0
989,2023-06-22,15:30:14,07:48:02,Jacksonberg,Owenburgh,JetBlue,Airbus A380,2.46,1737.68,6981.33,535.09,1389.33,0.68
990,2021-10-31,17:15:08,06:04:23,Padillastad,Williammouth,JetBlue,Boeing 777,4.69,2938.44,7456.67,869.32,2353.72,0.0
991,2024-02-06,15:28:31,18:04:01,Kellyberg,Morganchester,Southwest,Boeing 777,11.25,332.92,47150.81,7295.78,3311.17,0.0
992,2024-08-03,18:00:53,13:30:16,North Jesse,Lake Heatherhaven,American Airlines,Airbus A320,5.65,690.46,24887.76,6967.29,4428.01,0.56
993,2020-08-20,09:44:26,16:45:56,Huffberg,West Caitlinburgh,Southwest,Airbus A320,8.91,2324.83,44174.57,5217.86,3529.22,1.55
994,2023-05-31,16:46:13,16:06:07,Palmerfort,New Ana,JetBlue,Boeing 777,11.0,2850.61,11813.08,7100.39,2242.68,1.25
995,2025-01-23,08:23:53,19:11:47,Powelltown,Roblesfort,Southwest,Boeing 777,5.5,1586.51,17532.05,5986.81,4239.24,0.0
996,2020-10-26,13:38:26,16:58:05,Nathanborough,Nguyenside,American Airlines,Airbus A380,3.55,2079.37,13911.07,3983.31,4292.2,0.0
997,2020-07-07,23:26:52,15:23:47,East Andrew,North Michael,Delta,Airbus A380,2.27,2495.53,40327.42,3790.39,4409.37,0.0
998,2022-07-01,15:17:52,05:07:12,New Raymond,West Christine,JetBlue,Airbus A380,6.43,1442.26,18726.44,6040.3,3973.86,3.77
999,2021-03-26,15:09:10,15:51:36,South Samuel,New Stephen,JetBlue,Airbus A380,11.45,1455.05,49334.8,6933.1,3431.53,3.19
1000,2023-02-08,16:42:49,01:24:00,West Timothyburgh,South Debraburgh,JetBlue,Boeing 777,10.25,2266.7,49358.97,800.32,1869.34,3.29
